"Id","IsDeleted","CurrencyIsoCode","LastActivityDate","SBQQ__Active__c","SBQQ__AdvancedCondition__c","SBQQ__Body__c","SBQQ__ConditionsMet__c","SBQQ__ParentTerm__c","SBQQ__PrintOrder__c","SBQQ__Quote__c","SBQQ__StandardTerm__c","SBQQ__Status__c","SBQQ__TemplateContent__c","SBQQ__Type__c","Section__c","Standard_Demo_Clause__c","Template__c","SBQQ__Locked__c"
"a0i1N0000073NxOQAU","false","USD",,"false",,"<b>Payment Disputes.</b> We shall not exercise Our rights under Section 4.3 (Overdue Charges) or 4.4 (Suspension of Services) until after 60 days from the payment due date if the applicable fees are under reasonable and good-faith dispute and You are cooperating diligently to resolve the dispute.<br> ","All","a0i1N0000073Ny2QAE","4.5",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxpQAE","false","USD",,"false",,"<b>No Third-Party Beneficiaries.</b> There are no third-party beneficiaries to this Agreement.<br> ","All","a0i1N0000073Ny9QAE","11.5",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxPQAU","false","USD",,"false",,"<b>Taxes.</b> Unless otherwise stated, Our fees do not include any taxes, levies, duties, or similar governmental assessments of any nature, including but not limited to value-added, sales, use, or withholding taxes, assessable by any local, state, provincial, federal, or foreign jurisdiction (collectively, &quot;Taxes&quot;). You are responsible for paying all Taxes associated with Your purchases hereunder. If We have the legal obligation to pay or collect Taxes for which You are responsible under this Section 4.6, the appropriate amount shall be invoiced to and paid by You, unless You provide Us with a valid tax exemption certificate authorized by the appropriate taxing authority. For clarity, We are solely responsible for taxes assessable against Us based on Our income, property, and employees.<br> ","All","a0i1N0000073Ny2QAE","4.6",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxqQAE","false","USD",,"false",,"<b>Waiver and Cumulative Remedies.</b> No failure or delay by either party in exercising any right under this Agreement shall constitute a waiver of that right. Other than as expressly stated herein, the remedies provided herein are in addition to, and not exclusive of, any other remedies of a party at law or in equity.<br> ","All","a0i1N0000073Ny9QAE","11.6",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxQQAU","false","USD",,"false",,"<b>Reservation of Rights.</b> Subject to the limited rights expressly granted hereunder, We and Our licensors reserve all rights, title, and interest in and to the Services, including all related intellectual property rights. No rights are granted to You hereunder other than as expressly set forth herein.<br> ","All","a0i1N0000073Ny3QAE","5.1",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxrQAE","false","USD",,"false",,"<b>Severability.</b> If any provision of this Agreement is held by a court of competent jurisdiction to be contrary to law, the provision shall be modified by the court and interpreted so as best to accomplish the objectives of the original provision to the fullest extent Last Updated March 20, 2014 permitted by law, and the remaining provisions of this Agreement shall remain in effect.<br> ","All","a0i1N0000073Ny9QAE","11.7",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxRQAU","false","USD",,"false",,"<b>Restrictions.</b> You shall not (a) permit any third party to access the Services except as expressly permitted herein or in an Order Form, (b) create derivative works based on the Services, (c) copy, frame, or mirror any part or content of the Services, other than copying or framing on Your own intranets or otherwise for Your own internal business purposes, (d) reverse engineer the Services, or (e) access the Services in order to (i) build a competitive product or service or (ii) copy any features, functions, or graphics of the Services.<br> ","All","a0i1N0000073Ny3QAE","5.2",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxsQAE","false","USD",,"false",,"<b>Assignment. </b>Neither party may assign any of its rights or obligations hereunder, whether by operation of law or otherwise, without the prior written consent of the other party (not to be unreasonably withheld). Notwithstanding the foregoing, either party may assign this Agreement in its entirety (including all Order Forms), without consent of the other party, to its Affiliate or in connection with a merger, acquisition, corporate reorganization, or sale of all or substantially all of its assets not involving a direct competitor of the other party. A party&#39;s sole remedy for any purported assignment by the other party in breach of this paragraph shall be, at the non-assigning party&#39;s election, termination of this Agreement upon written notice to the assigning party. In the event of such a termination, We shall refund to You any prepaid fees covering the remainder of the term of all subscriptions after the effective date of termination. Subject to the foregoing, this Agreement shall bind and inure to the benefit of the parties and their respective successors and permitted assigns.<br> ","All","a0i1N0000073Ny9QAE","11.8",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxSQAU","false","USD",,"false",,"<b>Ownership of Your Data.</b> As between Us and You, You exclusively own all rights, title, and interest in and to all of Your Data.<br> ","All","a0i1N0000073Ny3QAE","5.3",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxtQAE","false","USD",,"false",,"<b>Entire Agreement.</b> This Agreement, including all exhibits and addenda hereto and all Order Forms, constitutes the entire agreement between the parties and supersedes all prior and contemporaneous agreements, proposals, or representations, written or oral, concerning its subject matter. No modification, amendment, or waiver of any provision of this Agreement shall be effective unless in writing and either signed or accepted electronically by the party against whom the modification, amendment, or waiver is to be asserted. However, to the extent of any conflict or inconsistency between the provisions in the body of this Agreement and any exhibit or addendum hereto or any Order Form, the terms of such exhibit, addendum, or Order Form shall prevail. Notwithstanding any language to the contrary therein, no terms or conditions stated in Your purchase order or other order documentation (excluding Order Forms) shall be incorporated into or form any part of this Agreement, and all such terms or conditions shall be null and void.<br> ","All","a0i1N0000073Ny9QAE","11.9",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxTQAU","false","USD",,"false",,"<b>Suggestions.</b> We shall have a royalty-free, worldwide, transferable, sublicenseable, irrevocable, perpetual license to use or incorporate into the Services any suggestions, enhancement requests, recommendations, or other feedback provided by You, including Users, relating to the functionality and/or operation of the Services.<br> ","All","a0i1N0000073Ny3QAE","5.4",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxuQAE","false","USD",,"false",,"<b>Costumer Attribution.</b> You agree that We may use and display Your name and logo: (a) on Our customer list; and (b) with Your prior written approval, not to be unreasonably withheld or delayed, in other marketing materials of Us.<br> ","All","a0i1N0000073Ny9QAE","11.91",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxUQAU","false","USD",,"false",,"<b>Definition of Confidential Information.</b> As used herein, &quot;Confidential Information&quot; means all confidential information disclosed by a party (&quot;Disclosing Party&quot;) to the other party (&quot;Receiving Party&quot;), whether orally or in writing, that is designated as confidential or that reasonably should be understood to be confidential given the nature of the information and the circumstances of disclosure. Your Confidential Information shall include Your Data; Our Confidential Information shall include the Services; and Confidential Information of each party shall include the terms and conditions of this Agreement and all Order Forms, as well as business and marketing plans, technology and technical information, product plans and designs, and business processes disclosed by such party. However, Confidential Information (other than Your Data) shall not include any information that (a) is or becomes generally known to the public without breach of any obligation owed to the Disclosing Party, (b) was known to the Receiving Party prior to its disclosure by the Disclosing Party without breach of any obligation owed to the Disclosing Party, (c) is received from a third party without breach of any obligation owed to the Disclosing Party, or (d) was independently developed by the Receiving Party.<br> ","All","a0i1N0000073Ny4QAE","6.1",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxvQAE","false","USD",,"false",,"We will make the standard version of the Services available to You on a trial basis free of charge until the start date of any Purchased Services ordered by You or the end of the free trial period for which you registered, whichever comes first. Additional trial terms and conditions may appear on the trial registration web page. Any such additional terms and conditions are incorporated into this Agreement by reference and are legally binding.<br><br>ANY DATA YOU ENTER INTO THE SERVICES, AND ANY IMPLEMENTATION MADE TO THE SERVICES BY OR FOR YOU, DURING YOUR FREE TRIAL WILL BE PERMANENTLY LOST UNLESS YOU PURCHASE A SUBSCRIPTION TO THE SAME SERVICES AS THOSE COVERED BY THE TRIAL, PURCHASE UPGRADED SERVICES, OR EXPORT SUCH DATA, BEFORE THE END OF THE TRIAL PERIOD.<br><br>Please review the Documentation during the trial period so that You become familiar with the features and functions of the Services before You make Your purchase.<br> ","All","a0i1N0000073NyAQAU","12.1",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxVQAU","false","USD",,"false",,"<b>Protection of Confidential Information.</b> Except as otherwise permitted in writing by the Disclosing Party, (a) the Receiving Party shall use the same degree of care that it uses to protect the confidentiality of its own confidential information of like kind (but in no event less than reasonable care) not to disclose or use any Confidential Information of the Disclosing Party for any purpose outside the scope of this Agreement and (b) the Receiving Party shall limit access to Confidential Information of the Disclosing Party to those of its employees, contractors, and agents who need such access for purposes consistent with this Agreement and who have signed confidentiality agreements with the Receiving Party containing protections no less stringent than those herein.","All","a0i1N0000073Ny4QAE","6.2",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxwQAE","false","USD",,"false",,"<p><strong>4. FEES AND PAYMENT FOR SERVICES</strong></p>

<p> </p>

<p><strong>BBIG EDIT</strong></p>

<p> </p>

<p><strong>4.1. User Fees.</strong> You shall pay all fees specified in all Order Forms hereunder. Except as otherwise specified herein or in an Order Form, (a) fees are quoted and payable in United States dollars, (b) fees are based on services purchased and not actual usage, (c) payment obligations are non-cancellable and fees paid are non-refundable, and (d) the number of User subscriptions purchased cannot be decreased during the relevant subscription term stated on the Order Form. User subscription fees are based on annual periods that begin on the subscription start date and each year anniversary thereof; fees for User subscriptions added in the middle of a yearly period will be prorated based on the month in which they are added and thereafter will be charge for the full yearly periods remaining in the subscription term.</p>

<p> </p>

<p><strong>4.2. Invoicing and Payment.</strong> Fees will be invoiced in advance and otherwise in accordance with the relevant Order Form. Unless otherwise stated in the Order Form, fees are due {!quote.SBQQ__PaymentTerms__c} days from the invoice date. You are responsible for maintaining complete and accurate billing and contact information with Us, as well as for payment of any fees or charges associated with Your payment, other than those charged by Our bank.</p>

<p> </p>

<p><strong>4.3. Overdue Charges.</strong> If any fees are not received from You by the due date, then at Our discretion, (a) such fees may accrue late interest at the rate of 1.5% of the outstanding balance per month, or the maximum rate permitted by law, whichever is lower, from the date such payment was due until the date paid and/or (b) We may condition future subscriptions on payment terms shorter than those specified in Section 4.2 (Invoicing and Payment).</p>

<p> </p>

<p><strong>4.4. Suspension of Services.</strong> If any amount owing by You under this Agreement for the Services is 30 or more days overdue, We may, without limiting Our other rights and remedies, suspend Your access to the Services until such amounts are paid in full.</p>

<p> </p>

<p><strong>4.5. Payment Disputes.</strong> We shall not exercise Our rights under Section 4.3 (Overdue Charges) or 4.4 (Suspension of Services) until after 60 days from the payment due date if the applicable fees are under reasonable and good-faith dispute and You are cooperating diligently to resolve the dispute.</p>

<p> </p>

<p><strong>4.6. Taxes.</strong> Unless otherwise stated, Our fees do not include any taxes, levies, duties, or similar governmental assessments of any nature, including but not limited to value-added, sales, use, or withholding taxes, assessable by any local, state, provincial, federal, or foreign jurisdiction (collectively, &quot;Taxes&quot;). You are responsible for paying all Taxes associated with Your purchases hereunder. If We have the legal obligation to pay or collect Taxes for which You are responsible under this Section 4.6, the appropriate amount shall be invoiced to and paid by You, unless You provide Us with a valid tax exemption certificate authorized by the appropriate taxing authority. For clarity, We are solely responsible for taxes assessable against Us based on Our income, property, and employees.<br> </p>","All",,"4.0","a0j1N00000BD9tLQAT","a0i1N0000073NwtQAE","Draft",,"Modified",,"false",,"false"
"a0i1N0000073NxWQAU","false","USD",,"false",,"<b>Protection of Your Data.</b> Without limiting the above, We shall not (a) modify Your Data, (b) disclose Your Data except as compelled by law in accordance with Section 6.4 (Compelled Disclosure) or as expressly permitted in writing by You, or (c) access Your Data except to provide the Services or prevent or address service or technical problems, or at Your request in connection with support matters.<br> ","All","a0i1N0000073Ny4QAE","6.3",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxxQAE","false","USD",,"false",,"<div><b>TIME AND EXPENSE GPS FUNCTIONALITY for Taco- </b>Time and Expense Applications that rely on GPS technology require third party agreements and compatible mobile devices.<br> </div>","All",,"2.2","a0j1N00000BD8dqQAD","a0i1N0000073Nx1QAE","Draft",,"Modified",,"false",,"false"
"a0i1N0000073NxXQAU","false","USD",,"false",,"<b>Compelled Disclosure.</b> The Receiving Party may disclose Confidential Information of the Disclosing Party if it is compelled by law to do so, provided the Receiving Party gives the Disclosing Party prior notice of such compelled disclosure (to the extent legally permitted) and reasonable assistance, at the Disclosing Party&#39;s cost, if the Disclosing Party wishes to contest the disclosure. If the Receiving Party is compelled by law to disclose the Disclosing PartyÌ¢‰âÂ‰ã¢s Confidential Information as part of a civil proceeding to which the Disclosing Party is a party, and the Disclosing Party is not contesting the disclosure, the Disclosing Party will reimburse the Receiving Party for its reasonable cost of compiling and providing secure access to such Confidential Information.<br> ","All","a0i1N0000073Ny4QAE","6.4",,,"In Review",,"Standard",,"false",,"false"
"a0i1N0000073NxyQAE","false","USD",,"false",,"<div><b>3. USE OF THE SERVICES</b></div>
 

<div><b>3.1 Our Responsibilities.</b> In addition to providing the Services as described in Section 2.1, We shall provide You with basic support, in accordance with Our then-current support policy for the Services, during the applicable subscription term. The current version of the support policies can be found at http://www.infinitysolutions.com/support-policies. You acknowledge that availability of the Services depends upon the availability of Salesforce.com and the Force.com platform and that We have no control over such availability. Accordingly, We make no representations, warranties, or covenants regarding the availability of the Services to the extent that such availability depends upon the availability of Salesforce.com and the Force.com platform.</div>
 

<div><b>Don&#39;t ride the purple pig</b></div>","All",,"3.0","a0j1N00000BD9w6QAD","a0i1N0000073NwsQAE","Draft",,"Modified",,"false",,"false"
"a0i1N0000073NxYQAU","false","USD",,"false",,"<b>Our Warranties.</b> We warrant that (a) the Services shall perform materially in accordance with the User Guide and (b) subject to Section 7.4 (Third-Party Applications), the functionality of the Services will not be materially decreased during a subscription term. For any breach of either such warranty, Your exclusive remedy shall be as provided in Section 10.2 (Termination for Cause) and Section 10.3 (Refund or Payment upon Termination) below.<br> ","All","a0i1N0000073Ny5QAE","7.1",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxzQAE","false","USD",,"false",,"<b>2.3. Product Specifc Services.</b> Don&#39;t eat yellow snow!<br> ","Any",,"2.1","a0j1N00000BD8gKQAT","a0i1N0000073Nx2QAE","Draft",,"Modified",,"false",,"false"
"a0i1N0000073NxZQAU","false","USD",,"false",,"<b>Mutual Warranties.</b> Each party represents and warrants that (a) it has the legal power to enter into this Agreement and (b) it will not transmit to the other party any Malicious Code (except for Malicious Code previously transmitted to the warranting party by the other party).<br> ","All","a0i1N0000073Ny5QAE","7.2",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073Ny0QAE","false","USD",,"true",,"<div><b>9. LIMITATION OF LIABILITY</b></div>
 

<div><b>9.1. Limitation of Liability.</b> EXCEPT FOR A PARTY&#39;S INDEMNIFICATION OBLIGATIONS UNDER SECTION 8 (MUTUAL INDEMNIFICATION), IN NO EVENT SHALL EITHER PARTY&#39;S AGGREGATE LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT, WHETHER IN CONTRACT, TORT OR UNDER ANY OTHER THEORY OF LIABILITY, EXCEED THE TOTAL AMOUNT PAID BY YOU HEREUNDER OR, WITH RESPECT TO ANY SINGLE INCIDENT, THREE TIMES (3x) THE AMOUNT PAID BY YOU HEREUNDER IN THE 12 MONTHS PRECEDING THE INCIDENT. THE FOREGOING SHALL NOT LIMIT YOUR PAYMENT OBLIGATIONS UNDER SECTION 4 (FEES AND PAYMENT FOR SERVICES).</div>
 

<div><b>9.2. Exclusion of Consequential and Related Damages. </b>IN NO EVENT SHALL EITHER PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR REVENUES OR FOR ANY INDIRECT, SPECIAL, INCIDENTAL, CONSEQUENTIAL, COVER, OR PUNITIVE DAMAGES HOWEVER CAUSED, WHETHER IN CONTRACT, TORT, OR UNDER ANY OTHER THEORY OF LIABILITY, AND WHETHER OR NOT THE PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. THE FOREGOING DISCLAIMER SHALL NOT APPLY TO THE EXTENT PROHIBITED BY APPLICABLE LAW.<br> </div>","All",,"9.0",,,"Approved",,"Standard","Expanded Limitation of Liability 2x","true",,"false"
"a0i1N0000073Ny1QAE","false","USD",,"false",,"<b>USE OF SERVICES</b><br> ","All",,"3.0",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073Ny2QAE","false","USD",,"false",,"<b>FEES AND PAYMENT FOR SERVICES</b><br> ","All",,"4.0",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073Ny3QAE","false","USD",,"false",,"<b>PROPRIETARY RIGHTS</b><br> ","All",,"5.0",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073Ny4QAE","false","USD",,"false",,"<b>CONFIDENTIALITY</b><br> ","All",,"6.0",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073Ny5QAE","false","USD",,"false",,"<b>WARRANTIES AND DISCLAIMERS</b><br> ","All",,"7.0",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073Ny6QAE","false","USD",,"false",,"<b>MUTUAL INDEMNIFICATION</b><br> ","All",,"8.0",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073Ny7QAE","false","USD",,"false",,"<b>LIMITATION OF LIABILITY</b><br> ","All",,"9.0",,,"In Review",,"Standard",,"false",,"false"
"a0i1N0000073Ny8QAE","false","USD",,"false",,"<b>TERM AND TERMINATION</b><br> ","All",,"10.0",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073Ny9QAE","false","USD",,"false",,"<b>GENERAL PROVISIONS</b><br> ","All",,"11.0",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NyAQAU","false","USD",,"false",,"<b>TRIAL PROVISIONS</b><br> ","All",,"12.0",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NyBQAU","false","USD",,"true",,"<div><br><b>12. TRIAL PROVISIONS</b></div>
 

<div>We will make the standard version of the Services available to You on a trial basis free of charge until the start date of any Purchased Services ordered by You or the end of the free trial period for which you registered, whichever comes first.  Additional trial terms and conditions may appear on the trial registration web page.  Any such additional terms and conditions are incorporated into this Agreement by reference and are legally binding.<br><br>ANY DATA YOU ENTER INTO THE SERVICES, AND ANY IMPLEMENTATION MADE TO THE SERVICES BY OR FOR YOU, DURING YOUR FREE TRIAL WILL BE PERMANENTLY LOST UNLESS YOU PURCHASE A SUBSCRIPTION TO THE SAME SERVICES AS THOSE COVERED BY THE TRIAL, PURCHASE UPGRADED SERVICES, OR EXPORT SUCH DATA, BEFORE THE END OF THE TRIAL PERIOD. <br><br>Please review the Documentation during the trial period so that You become familiar with the features and functions of the Services before You make Your purchase.</div>","All",,"12.0",,,"Approved",,"Standard","Trial Provisions","true",,"false"
"a0i1N0000073NyCQAU","false","USD",,"false",,"Add in content that the customer is asking us to provide in our MSA.","All",,"100.0",,,"Draft",,"Standard",,"false",,"false"
