"Id","Name","ProductCode","Description","IsActive","Family","CurrencyIsoCode","ExternalDataSourceId","ExternalId","DisplayUrl","QuantityUnitOfMeasure","IsDeleted","IsArchived","StockKeepingUnit","SBQQ__AssetConversion__c","SBQQ__BatchQuantity__c","SBQQ__BlockPricingField__c","SBQQ__Component__c","SBQQ__CompoundDiscountRate__c","SBQQ__ConfigurationEvent__c","SBQQ__ConfigurationFieldSet__c","SBQQ__ConfigurationFields__c","SBQQ__ConfigurationFormTitle__c","SBQQ__ConfigurationType__c","SBQQ__ConfigurationValidator__c","SBQQ__ConfiguredCodePattern__c","SBQQ__ConfiguredDescriptionPattern__c","SBQQ__CostEditable__c","SBQQ__CostSchedule__c","SBQQ__CustomConfigurationPage__c","SBQQ__CustomConfigurationRequired__c","SBQQ__CustomerCommunityAvailability__c","SBQQ__DefaultPricingTable__c","SBQQ__DefaultQuantity__c","SBQQ__DescriptionLocked__c","SBQQ__DiscountCategory__c","SBQQ__DiscountSchedule__c","SBQQ__DynamicPricingConstraint__c","SBQQ__ExcludeFromMaintenance__c","SBQQ__ExcludeFromOpportunity__c","SBQQ__GenerateContractedPrice__c","SBQQ__HasConfigurationAttributes__c","SBQQ__Hidden__c","SBQQ__HidePriceInSearchResults__c","SBQQ__IncludeInMaintenance__c","SBQQ__NewQuoteGroup__c","SBQQ__NonDiscountable__c","SBQQ__NonPartnerDiscountable__c","SBQQ__OptionLayout__c","SBQQ__OptionSelectionMethod__c","SBQQ__Optional__c","SBQQ__PriceEditable__c","SBQQ__PricingMethodEditable__c","SBQQ__PricingMethod__c","SBQQ__ProductPictureID__c","SBQQ__QuantityEditable__c","SBQQ__QuantityScale__c","SBQQ__ReconfigurationDisabled__c","SBQQ__RenewalProduct__c","SBQQ__SortOrder__c","SBQQ__Specifications__c","SBQQ__SubscriptionBase__c","SBQQ__SubscriptionCategory__c","SBQQ__SubscriptionPercent__c","SBQQ__SubscriptionPricing__c","SBQQ__SubscriptionTarget__c","SBQQ__SubscriptionTerm__c","SBQQ__SubscriptionType__c","SBQQ__Taxable__c","SBQQ__TermDiscountLevel__c","SBQQ__TermDiscountSchedule__c","SBQQ__UpgradeCredit__c","SBQQ__UpgradeSource__c","SBQQ__UpgradeTarget__c","Product_Line__c","U_s_Occupied__c","Configuration__c","Custom_Product__c","SBQQ__AssetAmendmentBehavior__c","SBQQ__BillingFrequency__c","IsServer__c","IsCustomProduct__c","Product_Type__c","Business_Solution__c","Deployment_Options__c","SBQQ__BillingType__c","SBQQ__ChargeType__c","Server_Replacements__c","Commercial_Segment__c","SBQQ__ExternallyConfigurable__c","Help__c","Help_Text__c","help_link__c","Length__c","SBQQ__TaxCode__c","SBQQ__UpgradeRatio__c","Manager_Discount_Threshold__c","Finance_Discount_Threshold__c"
"01t1N00000EURLpQAP","Time and Expense SaaS Suite","S-TE-SAAS","Time and Expense SaaS Suite","true","Bundle","USD",,,,,"false","false",,"One per quote line",,"Quantity","false",,"Always",,,,"Required",,,,"false",,,"false",,"Standard","1.0","false",,,,"false","false",,"false","true","true","false","false","true","false","Sections","Click","false","false","false","List",,"true",,"false",,,,"List",,,"Fixed Price",,"1.0","Renewable","false",,,,,,"Time and Expense",,,"false",,"Annual","false","false","Software","Manage Time and Expenses","Cloud","Advance","Recurring",,"SMB;Enterprise;Public Sector","false","<a href=""https://c.na35.content.force.com/servlet/servlet.FileDownload?file=01541000000sUQo"" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,"https://c.na35.content.force.com/servlet/servlet.FileDownload?file=01541000000sUQo",,,,"5.0","10.0"
"01t1N00000EURLQQA5","Custom Product Request","CP-1110",,"true","Custom","USD",,,,,"false","false",,"One per quote line",,"Quantity","false",,,,,,,,,,"true",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false",,"Click","false","true","false","List",,"true",,"false",,,,"List",,,,,,"Renewable","false",,,,,,,,,"true","Allow Refund",,"false","true","Custom Items",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"0.0","0.0"
"01t1N00000EURLqQAP","Expense Reimbursement Block","S-TE-PAY","Automatically Reimburse from Credit Card, ACH, or Wire Sources to ACH Accounts. Blocks of 1000 Expense Reports.","true","Software","USD",,,,,"false","false",,"One per quote line",,"Quantity","false",,"Always",,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","true","false",,"Click","false","false","false","Block",,"true",,"false",,,,"List",,,"Fixed Price",,"12.0","Renewable","true",,,,,,,,,"false",,"Annual","false","false","Software",,,"Advance","Recurring",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"20.0","30.0"
"01t1N00000EURLRQA5","MaxShell 10U 600mmx1200mm","BMX-1053","MaxShell cooling, power distribution, and cable management products work seamlessly with IT enclosures to provide a complete infrastructure support system.  Holds 10 rack units (U's) for a vertical storage rack.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,"10.0",,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLrQAP","Dell PowerEdge Server","H-SVR-DELL-Changed","Experience enterprise-class features in the rack-optimized Dell PowerEdge Intel Xeon processor server ideal for your core business applications.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","false",,"Always",,,,"Required",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Sections","Click","false","false","true","List",,"true",,"false",,,,"List",,,,,,"Renewable","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLSQA5","vSphere Desktop","VMW-D","vSphere Desktop can be used to power virtual desktops, as well as the underlying infrastructure for the VDI environment.","true","Software","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Software",,,,,"Renewable","false",,,,,,,,,"false","Allow Refund",,"false","false","Software",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"20.0","30.0"
"01t1N00000EURLsQAP","T&E Suite Admin License","S-TE-ADM","Subscription for one (1) Time and Expense Administrator.","true","Software","USD",,,,,"false","false",,"One per quote line",,"Quantity","false",,,,,,,,,,"false",,,"false",,"Standard","1.0","false",,,,"false","false",,"false","false","false","false","false","false","false",,"Click","false","false","false","List",,"true",,"false",,,,"List",,,"Fixed Price",,"1.0","Renewable","false",,,,,,"License",,,"false",,"Monthly","false","false","Software",,,"Advance","Recurring",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"20.0","30.0"
"01t1N00000EURLTQA5","8GB RDIMM, 2133MT/s","MEM 8GB-Modified","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,"Server Slot",,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLtQAP","Custom Subscription Product Request","CSP-1110",,"false","Custom","USD",,,,,"false","false",,"One per quote line",,"Quantity","false",,,,,,,,,,"true",,,"false",,"Standard","1.0","false",,,,"false","false",,"false","false","false","false","false","false","false",,"Click","false","true","false","List",,"true",,"false",,,,"List",,,"Fixed Price",,"12.0","Renewable","false",,,,,,,,,"true","Default","Annual","false","true","Custom Items",,,"Advance","Recurring",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"0.0","0.0"
"01t1N00000EURLUQA5","Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)","INTEL E5-2609","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLuQAP","Rack PDU Metered 20A, 120V L5-20 input 5-20 output","MPDU-3004","Metered Rack Power Distribution Units (PDUs) provide active metering to enable energy optimization and circuit protection.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLVQA5","8TB 7.2k RPM Self-Encrypting NLSAS 12Gps 3.5 in","HD 8TBSE","Performing like any other hard drive, with the encryption being completely transparent or invisible to the user.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLvQAP","Rack PDU Metered 30A, 120V L5-20 input 5-20 output","MPDU-3005","Metered Rack Power Distribution Units (PDUs) provide active metering to enable energy optimization and circuit protection.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLWQA5","Rack PDU 14.4kW, 208V, 3 phase CS8365 input C13 output","PDU-2028","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLwQAP","Rack PDU Metered 15A, 120V L5-20 input 5-20 output","MPDU-3006","Metered Rack Power Distribution Units (PDUs) provide active metering to enable energy optimization and circuit protection.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLXQA5","Rack PDU 5.7W, 208V, 3 phase CS8365 input C13 output","PDU-2029","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLxQAP","Rack PDU Metered 20A, 230V C20 input C19 output","MPDU-3007","Metered Rack Power Distribution Units (PDUs) provide active metering to enable energy optimization and circuit protection.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLYQA5","C13 to C14 Power Cable 3'","CMPC-5887","The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,,,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false",,"Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,"Power Cables",,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,"3.0",,,"15.0","25.0"
"01t1N00000EURLyQAP","Rack PDU Metered 10A 230V C20 input C19 output","MPDU-3008","Metered Rack Power Distribution Units (PDUs) provide active metering to enable energy optimization and circuit protection.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLZQA5","C13 to C14 Power Cable 5'","CMPC-5888","The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,"Power Cables",,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,"5.0",,,"15.0","25.0"
"01t1N00000EURLzQAP","Rack PDU Metered 16A 230V C20 input C13 output","MPDU-3009","Metered Rack Power Distribution Units (PDUs) provide active metering to enable energy optimization and circuit protection.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURM0QAP","No Raid for H330/H730/H730P","RAID NO",,"true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURM1QAP","RAID 0 for H330/H730/H730P","RAID 0","RAID�_0 splits data evenly across two or more disks, without�_parity�_information, redundancy, or�_fault tolerance.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURM2QAP","MaxShell 14U 600mmx1600mm","BMX-1052","MaxShell cooling, power distribution, and cable management products work seamlessly with IT enclosures to provide a complete infrastructure support system.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURM3QAP","Rack PDU Metered 14.4kW, 208V, 3 phase CS8365 input C13 output","MPDU-3010","Metered Rack Power Distribution Units (PDUs) provide active metering to enable energy optimization and circuit protection.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURM4QAP","Rack PDU Metered 5.7W, 208V, 3 phase CS8365 input C13 output","MPDU-3011","Metered Rack Power Distribution Units (PDUs) provide active metering to enable energy optimization and circuit protection.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURM5QAP","Sliding Shelf 30lbs","BSSA-4299","Occupying 1U of rack space, this shelf provides ventilation, 4-post mounting and an adjustable mounting depth.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURM6QAP","Fixed Shelf 50lbs","BSSA-4301","Occupying 1U of rack space, this shelf provides ventilation, 4-post mounting and an adjustable mounting depth.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"false",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURM7QAP","RAID 1 for H330/H730/H730P","RAID 1","RAID�_1�_consists of data mirroring, without parity or striping.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURM8QAP","RAID 5 for H330/H730/H730P","RAID 5","RAID 5 consists of block-level striping with distributed parity.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURM9QAP","RAID 6 for H730/H730P","RAID 6","RAID 6 consists of block-level stripping with double distributed parity.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURMAQA5","2TB 7.2k RPM NLSAS 12Gps 3.5 in","HD 2TB","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURMaQAP","Advanced ECC","CONFIG AECC","Advanced ECC provides additional protection over Standard ECC because it is possible to correct certain memory errors that would otherwise result in a server failure.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURMBQA5","Intel X710 Dual Port 10Gb Direct Attach","NET X710","Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURMbQAP","Performance Optimized with Sparing","CONFIG POS","Memory configured for maximum performance","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURMCQA5","No Operating System","CONFIG NOSW",,"true","None","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","true","false","Tabs","Click","true","false","false","List",,"true",,"false",,,,"List","Software",,,,,"Renewable","false",,,,,,"Operating System",,,"false","Allow Refund",,"false","false",,,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"100.0","100.0"
